18515,32534,1041106,1041106
87736,32534,1041106,1041106
25130,32534,1041106,1041106
6146,32534,1041106,1041106
102105,32534,1041106,1041106
112762,32534,1041106,1041106
69777,32534,1041106,1041106
89221,32534,1041106,1041106
88693,32534,1041106,1041106
48306,32534,1041106,1041106
75085,32534,1041106,1041106
17970,32534,1041106,1041106
99404,32534,1041106,1041106
54131,32534,1041106,1041106
31537,32534,1041106,1041106
88155,32534,1041106,1041106
2787,32534,1041106,1041106
28017,32534,1041106,1041106
51120,32534,1041106,1041106
66303,32534,1041106,1041106
73054,32534,1041106,1041106
74366,32534,1041106,1041106
82579,32534,1041106,1041106
31024,32534,1041106,1041106
69933,32534,1041106,1041106
26668,32534,1041106,1041106
103473,32534,1041105,1041105
91576,32534,1041105,1041105
71145,32534,1041105,1041105
10915,32534,1041105,1041105
105762,32534,1041105,1041105
79447,32534,1041105,1041105
22520,32534,1041105,1041105
17994,32534,1041105,1041105
95481,32534,1041105,1041105
99026,32534,1041105,1041105
112915,32534,1041105,1041105
23989,32534,1041105,1041105
64356,32534,1041105,1041105
69075,32534,1041105,1041105
8177,32534,1041105,1041105
93858,32534,1041105,1041105
81365,32534,1041105,1041105
48904,32534,1041105,1041105
106527,32534,1041105,1041105
44982,32534,1041105,1041105
7865,32534,1041105,1041105
122613,32534,1041105,1041105
107931,32534,1041105,1041105
111374,32534,1041105,1041105
6871,32534,1041105,1041105
60652,32534,1041105,1041105
53278,32534,1041105,1041105
111502,32534,1041105,1041105
72427,32534,1041104,1041104
117566,32534,1041104,1041104
107903,32534,1041104,1041104
101333,32534,1041104,1041104
26044,32534,1041104,1041104
79039,32534,1041104,1041104
16722,32534,1041104,1041104
63703,32534,1041104,1041104
9254,32534,1041104,1041104
25910,32534,1041104,1041104
70702,32534,1041104,1041104
113570,32534,1041104,1041104
110795,32534,1041104,1041104
101219,32534,1041104,1041104
96185,32534,1041104,1041104
116145,32534,1041104,1041104
110272,32534,1041104,1041104
18480,32534,1041104,1041104
103390,32534,1041104,1041104
14429,32534,1041104,1041104
10577,32534,1041104,1041104
109314,32534,1041104,1041104
93420,32534,1041104,1041104
59563,32534,1041104,1041104
13652,32534,1041104,1041104
66411,32534,1041104,1041104
117457,32534,1041104,1041104
24817,32534,1041104,1041104
35118,32534,1041103,1041103
8510,32534,1041103,1041103
47217,32534,1041103,1041103
41063,32534,1041103,1041103
30095,32534,1041103,1041103
4098,32534,1041103,1041103
18903,32534,1041103,1041103
87863,32534,1041103,1041103
99879,32534,1041103,1041103
61152,32534,1041103,1041103
68390,32534,1041103,1041103
6274,32534,1041103,1041103
116515,32534,1041103,1041103
90701,32534,1041103,1041103
95287,32534,1041103,1041103
30758,32534,1041103,1041103
3167,32534,1041103,1041103
93707,32534,1041103,1041103
84782,32534,1041103,1041103
4220,32534,1041103,1041103
122455,32534,1041103,1041103
41376,32534,1041103,1041103
105216,32534,1041103,1041103
29217,32534,1041103,1041103
8769,32534,1041103,1041103
111135,32534,1041103,1041103
68052,32534,1041103,1041103
65066,32534,1041103,1041103
115542,32534,1041103,1041103
