103614,32962,1054791,1054791
85787,32962,1054791,1054791
101435,32962,1054791,1054791
73462,32962,1054791,1054791
20435,32962,1054791,1054791
9648,32962,1054791,1054791
99689,32962,1054791,1054791
32770,32962,1054791,1054791
31067,32962,1054791,1054791
4021,32962,1054791,1054791
123093,32962,1054791,1054791
39900,32962,1054791,1054791
74619,32962,1054790,1054790
44566,32962,1054790,1054790
12127,32962,1054790,1054790
6531,32962,1054790,1054790
76094,32962,1054790,1054790
18005,32962,1054790,1054790
120866,32962,1054790,1054790
62170,32962,1054790,1054790
104158,32962,1054790,1054790
109440,32962,1054790,1054790
5129,32962,1054790,1054790
43400,32962,1054790,1054790
36551,32962,1054790,1054790
33329,32962,1054790,1054790
42850,32962,1054790,1054790
68479,32962,1054790,1054790
95046,32962,1054790,1054790
49066,32962,1054790,1054790
70209,32962,1054790,1054790
78846,32962,1054790,1054790
72771,32962,1054790,1054790
48525,32962,1054790,1054790
41471,32962,1054790,1054790
65388,32962,1054790,1054790
90029,32962,1054790,1054790
35897,32962,1054790,1054790
72698,32962,1054790,1054790
71534,32962,1054790,1054790
77392,32962,1054790,1054790
53813,32962,1054790,1054790
21758,32962,1054790,1054790
34813,32962,1054790,1054790
35740,32962,1054790,1054790
58868,32962,1054790,1054790
52704,32962,1054790,1054790
48361,32962,1054790,1054790
90261,32962,1054790,1054790
37742,32962,1054790,1054790
22744,32962,1054790,1054790
17111,32962,1054790,1054790
21210,32962,1054789,1054789
123303,32962,1054789,1054789
78036,32962,1054789,1054789
48976,32962,1054789,1054789
66588,32962,1054789,1054789
116603,32962,1054789,1054789
51344,32962,1054789,1054789
56614,32962,1054789,1054789
18545,32962,1054789,1054789
87982,32962,1054789,1054789
83937,32962,1054789,1054789
77540,32962,1054789,1054789
98231,32962,1054789,1054789
68459,32962,1054789,1054789
32620,32962,1054789,1054789
11608,32962,1054789,1054789
28624,32962,1054789,1054789
44142,32962,1054789,1054789
27822,32962,1054789,1054789
31828,32962,1054789,1054789
83431,32962,1054789,1054789
118687,32962,1054788,1054788
35787,32962,1054788,1054788
18800,32962,1054788,1054788
61378,32962,1054788,1054788
30389,32962,1054788,1054788
108264,32962,1054788,1054788
71590,32962,1054788,1054788
37435,32962,1054788,1054788
15755,32962,1054788,1054788
36612,32962,1054788,1054788
27224,32962,1054788,1054788
15987,32962,1054788,1054788
28994,32962,1054788,1054788
104200,32962,1054788,1054788
49860,32962,1054788,1054788
26896,32962,1054788,1054788
12909,32962,1054788,1054788
121577,32962,1054788,1054788
113751,32962,1054788,1054788
60550,32962,1054788,1054788
52090,32962,1054788,1054788
93362,32962,1054788,1054788
13283,32962,1054788,1054788
61506,32962,1054788,1054788
20362,32962,1054788,1054788
52068,32962,1054788,1054788
100073,32962,1054788,1054788
6425,32962,1054788,1054788
48740,32962,1054788,1054788
52124,32962,1054788,1054788
65558,32962,1054788,1054788
87550,32962,1054788,1054788
119507,32962,1054788,1054788
43749,32962,1054787,1054787
43098,32962,1054787,1054787
33923,32962,1054787,1054787
111749,32962,1054787,1054787
22255,32962,1054787,1054787
88832,32962,1054787,1054787
65528,32962,1054787,1054787
106581,32962,1054787,1054787
5194,32962,1054787,1054787
124096,32962,1054787,1054787
80879,32962,1054787,1054787
62593,32962,1054787,1054787
73371,32962,1054787,1054787
53896,32962,1054787,1054787
35064,32962,1054787,1054787
65906,32962,1054787,1054787
98519,32962,1054787,1054787
25536,32962,1054787,1054787
80795,32962,1054787,1054787
100684,32962,1054787,1054787
20903,32962,1054787,1054787
13641,32962,1054787,1054787
83114,32962,1054787,1054787
17436,32962,1054787,1054787
116961,32962,1054787,1054787
51680,32962,1054787,1054787
111151,32962,1054787,1054787
75847,32962,1054787,1054787
107036,32962,1054787,1054787
43378,32962,1054787,1054787
6485,32962,1054787,1054787
76478,32962,1054787,1054787
53144,32962,1054786,1054786
48083,32962,1054786,1054786
26854,32962,1054786,1054786
62612,32962,1054786,1054786
5555,32962,1054786,1054786
7131,32962,1054786,1054786
69172,32962,1054786,1054786
52129,32962,1054786,1054786
91916,32962,1054786,1054786
111764,32962,1054786,1054786
8375,32962,1054786,1054786
122759,32962,1054786,1054786
52451,32962,1054786,1054786
46274,32962,1054786,1054786
71913,32962,1054786,1054786
67683,32962,1054786,1054786
45620,32962,1054786,1054786
55878,32962,1054786,1054786
49999,32962,1054786,1054786
60895,32962,1054786,1054786
26874,32962,1054786,1054786
66226,32962,1054786,1054786
8400,32962,1054786,1054786
83812,32962,1054786,1054786
38646,32962,1054786,1054786
105054,32962,1054786,1054786
54637,32962,1054786,1054786
74969,32962,1054786,1054786
48064,32962,1054785,1054785
12666,32962,1054785,1054785
123670,32962,1054785,1054785
108050,32962,1054785,1054785
74502,32962,1054785,1054785
65432,32962,1054785,1054785
64741,32962,1054785,1054785
27177,32962,1054785,1054785
83923,32962,1054785,1054785
44066,32962,1054785,1054785
8195,32962,1054785,1054785
60697,32962,1054785,1054785
16849,32962,1054785,1054785
115560,32962,1054785,1054785
100992,32962,1054785,1054785
6477,32962,1054785,1054785
108511,32962,1054785,1054785
59552,32962,1054785,1054785
97858,32962,1054785,1054785
62322,32962,1054785,1054785
22277,32962,1054785,1054785
63437,32962,1054785,1054785
13230,32962,1054785,1054785
46202,32962,1054785,1054785
13620,32962,1054785,1054785
35667,32962,1054785,1054785
92747,32962,1054785,1054785
81541,32962,1054785,1054785
