103614,32962,"1054791,13,0xeb49112f701bd97b6dff35338f4d24a572e8aa56b8d1d37e9c776fd0c5d03672,32961,0xf38d6a79f9fbf187bc90468a2123a4b543098ae565cd9dd6c16b140961a4fce0,32962,0x2e529b44ba126e63c0df63dacf5e4c83f2d15ba572af658d4ae434e0ef3c00c8","1054791,13,0x9b2a745996dade19173da085d87eb3d8890404fecb65cfdb32874d5e0f2d9c56,32960,0xebaa41b24fe8646c13918739b7c006b03621ba6bc0869983f075d1a8ac6027b3,32962,0x9b2a745996dade19173da085d87eb3d8890404fecb65cfdb32874d5e0f2d9c56"
85787,32962,"1054791,13,0xeb49112f701bd97b6dff35338f4d24a572e8aa56b8d1d37e9c776fd0c5d03672,32961,0xf38d6a79f9fbf187bc90468a2123a4b543098ae565cd9dd6c16b140961a4fce0,32962,0x2e529b44ba126e63c0df63dacf5e4c83f2d15ba572af658d4ae434e0ef3c00c8","1054791,13,0x9b2a745996dade19173da085d87eb3d8890404fecb65cfdb32874d5e0f2d9c56,32960,0xebaa41b24fe8646c13918739b7c006b03621ba6bc0869983f075d1a8ac6027b3,32962,0x9b2a745996dade19173da085d87eb3d8890404fecb65cfdb32874d5e0f2d9c56"
101435,32962,"1054791,22,0xeb49112f701bd97b6dff35338f4d24a572e8aa56b8d1d37e9c776fd0c5d03672,32961,0xf38d6a79f9fbf187bc90468a2123a4b543098ae565cd9dd6c16b140961a4fce0,32962,0x2e529b44ba126e63c0df63dacf5e4c83f2d15ba572af658d4ae434e0ef3c00c8","1054791,22,0x9b2a745996dade19173da085d87eb3d8890404fecb65cfdb32874d5e0f2d9c56,32960,0xebaa41b24fe8646c13918739b7c006b03621ba6bc0869983f075d1a8ac6027b3,32962,0x9b2a745996dade19173da085d87eb3d8890404fecb65cfdb32874d5e0f2d9c56"
73462,32962,"1054791,22,0xeb49112f701bd97b6dff35338f4d24a572e8aa56b8d1d37e9c776fd0c5d03672,32961,0xf38d6a79f9fbf187bc90468a2123a4b543098ae565cd9dd6c16b140961a4fce0,32962,0x2e529b44ba126e63c0df63dacf5e4c83f2d15ba572af658d4ae434e0ef3c00c8","1054791,22,0x9b2a745996dade19173da085d87eb3d8890404fecb65cfdb32874d5e0f2d9c56,32960,0xebaa41b24fe8646c13918739b7c006b03621ba6bc0869983f075d1a8ac6027b3,32962,0x9b2a745996dade19173da085d87eb3d8890404fecb65cfdb32874d5e0f2d9c56"
20435,32962,"1054791,2,0xeb49112f701bd97b6dff35338f4d24a572e8aa56b8d1d37e9c776fd0c5d03672,32961,0xf38d6a79f9fbf187bc90468a2123a4b543098ae565cd9dd6c16b140961a4fce0,32962,0x2e529b44ba126e63c0df63dacf5e4c83f2d15ba572af658d4ae434e0ef3c00c8","1054791,2,0x9b2a745996dade19173da085d87eb3d8890404fecb65cfdb32874d5e0f2d9c56,32960,0xebaa41b24fe8646c13918739b7c006b03621ba6bc0869983f075d1a8ac6027b3,32962,0x9b2a745996dade19173da085d87eb3d8890404fecb65cfdb32874d5e0f2d9c56"
9648,32962,"1054791,2,0xeb49112f701bd97b6dff35338f4d24a572e8aa56b8d1d37e9c776fd0c5d03672,32961,0xf38d6a79f9fbf187bc90468a2123a4b543098ae565cd9dd6c16b140961a4fce0,32962,0x2e529b44ba126e63c0df63dacf5e4c83f2d15ba572af658d4ae434e0ef3c00c8","1054791,2,0x9b2a745996dade19173da085d87eb3d8890404fecb65cfdb32874d5e0f2d9c56,32960,0xebaa41b24fe8646c13918739b7c006b03621ba6bc0869983f075d1a8ac6027b3,32962,0x9b2a745996dade19173da085d87eb3d8890404fecb65cfdb32874d5e0f2d9c56"
99689,32962,"1054791,11,0xeb49112f701bd97b6dff35338f4d24a572e8aa56b8d1d37e9c776fd0c5d03672,32961,0xf38d6a79f9fbf187bc90468a2123a4b543098ae565cd9dd6c16b140961a4fce0,32962,0x2e529b44ba126e63c0df63dacf5e4c83f2d15ba572af658d4ae434e0ef3c00c8","1054791,11,0x9b2a745996dade19173da085d87eb3d8890404fecb65cfdb32874d5e0f2d9c56,32960,0xebaa41b24fe8646c13918739b7c006b03621ba6bc0869983f075d1a8ac6027b3,32962,0x9b2a745996dade19173da085d87eb3d8890404fecb65cfdb32874d5e0f2d9c56"
32770,32962,"1054791,11,0xeb49112f701bd97b6dff35338f4d24a572e8aa56b8d1d37e9c776fd0c5d03672,32961,0xf38d6a79f9fbf187bc90468a2123a4b543098ae565cd9dd6c16b140961a4fce0,32962,0x2e529b44ba126e63c0df63dacf5e4c83f2d15ba572af658d4ae434e0ef3c00c8","1054791,11,0x9b2a745996dade19173da085d87eb3d8890404fecb65cfdb32874d5e0f2d9c56,32960,0xebaa41b24fe8646c13918739b7c006b03621ba6bc0869983f075d1a8ac6027b3,32962,0x9b2a745996dade19173da085d87eb3d8890404fecb65cfdb32874d5e0f2d9c56"
31067,32962,"1054791,28,0xeb49112f701bd97b6dff35338f4d24a572e8aa56b8d1d37e9c776fd0c5d03672,32961,0xf38d6a79f9fbf187bc90468a2123a4b543098ae565cd9dd6c16b140961a4fce0,32962,0x2e529b44ba126e63c0df63dacf5e4c83f2d15ba572af658d4ae434e0ef3c00c8","1054791,28,0x9b2a745996dade19173da085d87eb3d8890404fecb65cfdb32874d5e0f2d9c56,32960,0xebaa41b24fe8646c13918739b7c006b03621ba6bc0869983f075d1a8ac6027b3,32962,0x9b2a745996dade19173da085d87eb3d8890404fecb65cfdb32874d5e0f2d9c56"
4021,32962,"1054791,28,0xeb49112f701bd97b6dff35338f4d24a572e8aa56b8d1d37e9c776fd0c5d03672,32961,0xf38d6a79f9fbf187bc90468a2123a4b543098ae565cd9dd6c16b140961a4fce0,32962,0x2e529b44ba126e63c0df63dacf5e4c83f2d15ba572af658d4ae434e0ef3c00c8","1054791,28,0x9b2a745996dade19173da085d87eb3d8890404fecb65cfdb32874d5e0f2d9c56,32960,0xebaa41b24fe8646c13918739b7c006b03621ba6bc0869983f075d1a8ac6027b3,32962,0x9b2a745996dade19173da085d87eb3d8890404fecb65cfdb32874d5e0f2d9c56"
